pipeline,query,retrieved_docs,relevant
Fusion GPT4o,terrorism,"['paralleled islamist political themes wrote media commentator matthew yglesias then rightwingers would demand that anyone who refused to label the attack terrorism be put up on treason charges in a recent piece robert wright of the new america foundation wrote in common usage a terrorist is someone who attacks in the name of a political cause and aims to spread terror to foster fear that such attacks will be repeated until grievances are addressed following suit the irs attackers suicide', 'behavior by seeking to foment justify or glorify terrorist violence in order to provoke terrorist acts the home office said nasr javed a leader of the kashmiri militant group lashkar e taiba islamic clerics abdul ali musa abdullah qadri al ahdal amir siddique yunis al astal and safwat hijazi wadgy abd el hamied mohamed ghoneim whom the home office describes as a prolific writer and speaker the home office said he has sought to foment justify or glory terrorist violence in furtherance of', 'on preemptive action we will fight terror with terror', 'hood killings as an example of how extremists overseas were inspiring or assisting violent attacks inside the united states it is al qaedas adherents individuals sometimes with little or no direct physical contact with al qaeda who have succumbed to its hateful ideology and who have engaged in or facilitated terrorist activities here in the united states john brennan assistant to the president for homeland security and counterterrorism said in a speech in washington on june 29 these misguided', 'or glory terrorist violence in furtherance of particular beliefs and to provoke others to commit terrorist acts mike guzofsky the leader of a militant jewish group who also has ties to kahane chai a group that the us state department lists as a foreign terrorist organization russian skinheads artur ryno and pavel skachevsky whom the home office said are leaders of a violent gang that beat migrants and posted films of their attacks on the internet', 'according to the law groups can be banned if they commit or participate in terrorism prepare for terrorism or promote or encourage terrorism the home secretary can also take into account factors such as specific threats posed to the united kingdom or british nationals overseas and the extent of the groups presence in the united kingdom', 'can stop the senseless killing brought upon us by an enemy who wants to exploit the afghan people through fear and violence karzai said tuesday that the international community has turned the war against terrorism into political objectives they seek their own interest and played politics karzai said if they were fighting against terrorism as the afghans were honestly advising them if they were focusing on the terrorism sanctuaries this war would have been more successful', 'the uks university college london brown said the plot was a reminder of al qaedas increasing influence away from betterknown homes of international terror such as pakistan and afghanistan yemen is becoming a major new base for terrorism which highlighted the need for enhanced cooperation between nations in the fight against international terrorism he said brown added that the uk government is already supporting the government of yemens efforts to tackle terrorism and pledged further support by', 'military wing the order does not apply to hezbollahs political or social activities it sends out a clear message that we condemn hezbollahs violence and support for terrorism home office minister tony mcnulty said in a statement britains terrorism act allows home secretary jacqui smith to ban any group that she believes is involved in terrorism hezbollahs military wing is providing active support to militants in iraq who are responsible for attacks both on coalition forces and on iraqi', 'and that sense of common purpose meanwhile a cnn poll out thursday suggests that voters view mccain as the better presidential candidate to handle terrorism but do not consider terrorism their primary concern in voting nearly twothirds of those surveyed 62 percent believe that the republican presidential nominee would be the better candidate to handle the issue of terrorism compared with 34 percent who believe that his democratic rival obama would be better on the issue the polls margin of']",0
Fusion GPT4o,education reforms,"['approaches to reforming urban public schools that reformulate how we think about standards and focus attention more intently on how to deliver quality instruction to children with dropout rates at over 50 percent in several of our nations cities the administration must realize that tinkering at the margins with no child left behind will not deliver the change we need the president entered office promising to bring a new kind of politics to the nation an approach that focused on finding common', 'reform their education laws before we even spent a dime he said in each round weve leveraged change across the country sown the seeds of achievement he said the program is different from the no child left behind reform that he said caused states to lower standards they are now raising those standards back up partly because of race to the top he noted obama said sometimes a schools problems are so deep they need a complete overhaul he said hes challenging states to turn around 5000 of the', 'assessment of educational progress results are a call to action to reform the teaching and learning of mathematics and other related subjects in order to prepare our students to compete in the global economy', 'to improve teacher and principal evaluation and turn around their lowestperforming schools in addition both states have put in place strong laws and policies to support their reform efforts', 'singled out providence for its educational reform initiatives according to smith', 'states to pledge to use these funds to advance certain education reforms increasing teacher effectiveness implementing statewide data systems and providing support for struggling schools the september 30 memo pointed out states are using k12 stimulus funds to fill gaps in their education budgets due to decreasing revenues and resources pennsylvanias actions led to a terse letter on june 18 from education secretary arne duncan to gov ed rendell the letter said if a state has disproportionately', 'that they risk their chances at getting other doe grants down the road the stimulus funds appropriated 486 billion for the state fiscal stabilization fund to help keep and create jobs and advance education reforms over a period of two years the report said the program dedicates 398 billion for public elementary secondary and higher education and other services another 88 billion will go for other activities such as public safety or government services to date 355 billion of the sfsf allotment', 'republicans for refusing to make tough decisions at odds with their conservative base he calls for what he characterizes as a balanced approach to deficit reduction that includes more revenue for education infrastructure and clean energy areas he considers critical to longterm economic growth the democratic position includes spending cuts elsewhere including the military as well as reforms to popular entitlement programs such as medicare and medicaid the governmentrun health care programs for', 'because its common sense to dissuade individuals from nasty habits that cost our entire society plus tax proceeds would help underwrite health reforms and preventive education and since the governments current subsidy system enabled our transformation into an obese nation in the first place why shouldnt the government implement a corrective course of action encouraging families onto a healthier track i hate to spoil the movie but in the end the endangered town didnt solve its problems by', 'states that show that they have a plan for school reforms in four main areas turning around low performing schools adopting college and career ready standards effective teachers and principals and using data systems to support student achievement thirtyfive states and the district of columbia applied for the second round of competition and of those 19 were listed as finalists by the department of education in july those finalists all sent representatives to washington in august to present their']",0
Fusion GPT4o,covid vaccine,"['vaccine its really that simple cnns miriam falco contributed to this report', 'cnn a vaccine to prevent hiv infection the virus that leads to aids has shown modest results for the first time researchers have found raising hopes that a disease that kills millions every year may someday be beaten researchers found those who received the vaccine combination were 31 percent less likely to contract hiv in what is being called the worlds largest hiv vaccine trial ever involving more than 16000 participants in thailand researchers found that people who received a series of', 'sars the worldwide pandemic that left almost 350 people in china dead the sars vaccine was never used by the time it was discovered the outbreak had subsided however the breakthrough has enabled sinovac to stay ahead of the curve watch as the h1n1 vaccine is produced the sars vaccine helped us achieve the h5n1 bird flu vaccine which helped us get the h1n1 vaccine says ceo yin weidong thats why we could be so fast and be the first since sinovacs success at least two other chinese companies and', 'followed for three years researchers found that those who received the vaccine combination were 31 percent less likely to contract hiv compared with those on a placebo this shows a statistically significant effect kim said he cautioned that a lot more research was necessary because the vaccine did not prevent everyone from being infected fiftyone people in the vaccine group eventually contracted hiv compared with 74 in the placebo group these results show that development of a safe and', 'the world to use in the first steps of vaccine development the cdc expects to get the viruses back from the institutions by the end of the month and if we do go in the direction of producing a vaccine we could see the production of pilot lots and clinical trials beginning as soon as late june though the initial surveillance of the california cases indicates that most healthy patients recovered and were discharged after short hospital stays those with other medical conditions had greater', 'vaccine that will be shipped at the beginning of october are the first of 195 million doses the us government has purchased from five vaccine manufacturers butler said last week the food and drug administration licensed the vaccine from four of those companies sanofi pasteur novartis and csl limited all manufacture flu shots and medimmune manufactures the inhalable vaccine glaxosmithkline which also is producing injectable flu vaccine still needs to have its vaccine approved by the agency', 'the level of effectiveness of the latest vaccine was modest but given the failures of previous hiv vaccine trials yesterday we would have thought an hiv vaccine wasnt possible watch dr sanjay gupta discuss the excitement surrounding the vaccine he called the results from the trial an important first step that will help researchers work toward a more effective vaccine researchers have tried to prevent the spread of hiv since they discovered its cause in 1986 previous vaccine trials failed to', 'are already working on a vaccine for 2009 h1n1 making a new vaccine takes five to six months according to the world health organization the first step is for government scientists to grow seed stock of the virus to send to pharmaceutical companies who would turn that stock into a vaccine pilot lots of the vaccine would then be tested on people the national institute of allergy and infectious diseases alerted its eight vaccine testing centers to be ready to test a 2009 h1n1 vaccine 6 will the', 'national vaccine program office noted that a new independent panel has been formed to review data from all sources on the safety of the vaccine the group will monitor all sources reporting problems with the vaccine the vast amount of adverse events have been minor said gellin he said there has been one reported death linked to the vaccine but further investigation showed that the person died from the actual h1n1 flu not the vaccine gellin said the panel was designed to keep an eye on any', 'atlanta georgia cnn health officials expect more than 3 million doses of h1n1 flu vaccine to be available in the first week of october three flu shot manufacturers were licensed by the fda last week 34 million doses of vaccines will be available said dr jay butler who heads the 2009 h1n1 vaccine task force at the centers for disease control and prevention all of that vaccine is the inhalable vaccine he said friday that form of vaccine is marketed in the united states as flumist and is approved']",0
Dense Llama3,Harry Potter actor,"['malfoy rupert grint ron weasley and director david yates and upload them to ireport heres a selection of the best questions which we put to cast members what questions would you have put to the cast of harry potter jenna bergstraesser 17 rhinebeck new york asked tom felton what steps did you take to prepare yourself for dracos increased role in the halfblood prince allie holoman 23 washington dc posed the following question for daniel radcliffe ive heard that you like to read and i was', 'performers michael gambon as dumbledore alan rickman as snape maggie smith as mcgonagall robbie coltrane as hagrid and ralph fiennes as voldemort one addition is jim broadbent who plays horace slughorn a former professor brought back to hogwarts watch the stars at the rainy premiere despite the growing darkness theres also a lightness to the new film says daniel radcliffe who plays harry unlike the previous two movies in the series which were rated pg13 this one is rated a more familyfriendly', 'who has been forced to take on responsibilities beyond his youthful years ron weasley rupert grint his redhaired best friend who is finding depths of courage in himself he wasnt aware of hermione granger emma watson the bookish and indispensible member of their clan who has demonstrated key leadership qualities and all the rest preparing for the showdown with the archvillain voldemort watch the potter cast answer your questions among the returning performers michael gambon as dumbledore alan', 'series constitutional doomandgloom whats truly charming about the harry potter movies is the rare privilege of seeing radcliffe rupert grint ron emma watson hermione and the others growing up before our eyes video gallery see the stars now and then weve now had eight formative years the first film came out in 2001 telescoped into 15 hours or so of tumultuous screen time and anyone whos stayed the course with them will feel a connection ireportcom share your potter review soon it will be time to', 'black magic in this weeks the scene actors daniel radcliffe who plays harry potter bonnie wright who stars as ginny weasley and director david yates comment on the action']",0
Dense Llama3,World Cup winner,"['world cups including this summers tournament in south africa where he featured five times in the sides run to the final', 'mental floss although portuguese striker eusebio scored nine goals in the 1966 world cup and englands geoff hurst booted four goals to lead the home team to victory neither of them was the real most valuable player of that years cup that distinction went to an english pooch named pickles as part of the rampup to hosting the 1966 world cup english soccer officials had been displaying the jules rimet trophy that went to the cups winner in various places around the country that march the trophy had', 'two great honors now or you will have youve had playing a world cup on home soil in germany and were coming up to the first world cup to ever be held in africa youve been lucky with how your careers been timed ballack yeah absolutely to play a world cup in your own country as a captain is not normal when we saw the draw in 2001 or 2002 that we had the world cup in 2006 we were all really excited because it was a big chance to play a world cup in your own country if i look back it was a great', 'since we were young kids all footballers have a dream to win the world cup for their country and i as a youngster was no different he said look at who we were up against maradonas argentina germany italy france and brazil we had to succeed against all of them did we ever really think we would do it given all the bad luck wed had in the past but look in the end we were successful', 'johannesburg south africa cnn brazilian world cup winner bebeto believes his countrys current crop of stars are capable of earning a recordextending sixth title in south africa the former striker now 46 was a member of 1994 team that triumphed in the united states along with the likes of romario and captain dunga who is now brazils national coach he scored three goals in that tournament and made the headlines after celebrating his effort in the quarterfinal against the netherlands by racing to']",0
Dense Llama3,US election,"['president since 1964 going into the election national polls showed obama with an 8point lead voters expressed excitement and pride in their country after casting their ballots in the historic election poll workers reported high turnout across many parts of the country and some voters waited hours to cast their ballots read about election problems tuesday marks the end of the longest presidential campaign season in us history 21 months obama 47 will now begin his transition to the white house he', 'the fight against the taliban there after months of primaries and rallies americans vote in the elections on november 2nd us president barack obama what yesterday also told us is that no one party will be able to dictate where we go from here that we must find common ground in order to set in order to make progress on some uncommonly difficult challenges azuz the midterm elections were on november 2nd americans cast ballots in local state and federal races the results in congress democrats held', 'your election day reaction with cnn this was a long and hard fought campaign but the result was well worth the wait together under the leadership of president barack obama vice president joe biden and a democratic congress we will chart a better course to build a new economy and rebuild our leadership in the world sen edward kennedy said americans spoke loud and clear in electing obama they understood his vision of a fairer and more just america and embraced it they heard his call for a new', 'being targeted on radio direct mail and internet appeals in the end voters are going to have to decipher competing charges and countercharges amid considerable noise from all sides the 2008 election is unusual in having so many big issues on the agenda the economy the iraq and afghanistan wars health care taxes immigration education and climate change it is an election that truly matters because of the stark differences between the parties and the closeness of the campaign voters need to pay', 'people ireportcom share your election day reaction with cnn this was a long and hard fought campaign but the result was well worth the wait together under the leadership of president barack obama vice president joe biden and a democratic congress we will chart a better course to build a new economy and rebuild our leadership in the world sen ted kennedy said americans spoke loud and clear in electing obama they understood his vision of a fairer and more just america and embraced it they heard']",0
Dense Llama3,climate change,"['climate change let us know in the sound off box below', 'climate change may be greater than the effect of global warming itself fingar said government business and public efforts to develop mitigation and adaptation strategies to deal with climate change from policies to reduce greenhouse gases to plans to reduce exposure to climate change or capitalize on potential impacts may affect us national security interests even more than the physical impacts of climate change itself he said the report the national intelligence assessment on the national', 'london england cnn climate change is happening faster than previously predicted according to a new world wildlife fund report the wwf say climate change threat has worsened in the 15 months since the ipcc last reported bringing together some of the most recent scientific reports and data climate change faster stronger sooner reveals that global warming is accelerating more rapidly than the predictions made in the ipccs fourth assessment report published in 2007 one of the most concerning aspects', 'the consequences rising sea levels more violent storms more frequent flooding and prolonged droughts hurricane katrina the killer heat wave in europe chinas floods and the enduring drought in australia are not anomalies they are harbingers it is not enough to attack what causes global warming we also must prepare to live with it we must reduce carbon emissions and adapt to the changing climate even if greenhouse gas emissions stopped increasing today the climate would continue to change for', 'were directly under threat from a mix of drought rising sea levels other extreme weather and disease climate refugees causing controversy as much of the primary research on our future climate looks increasingly gloomy and privately some scientists will make far blacker predictions than they publish the world seems faced with a growing challenge experts at the climate change conference in copenhagen in march issued a stark warning when they revised up the scale of projected sea level rises']",0
Dense Llama3,Olympics,"['one another thats what the olympics are about they are about greatness they are about excellence but above all the games are about unity in a september 10 letter to ioc members obama wrote about how he sees the 2016 olympic and paralympic games as an extraordinary opportunity for america to renew our bonds of friendship and welcome the world to our shores with open arms and on friday when obama arrives in copenhagen he will be joined by brazilian president luiz inacio lula da silva newly', 'one another thats what the olympics are about they are about greatness they are about excellence but above all the games are about unity in a september 10 letter to ioc members obama wrote about how he sees the 2016 olympic and paralympic games as an extraordinary opportunity for america to renew our bonds of friendship and welcome the world to our shores with open arms and on friday when obama arrives in copenhagen he will be joined by brazilian president luiz inacio lula da silva newly', 'everybody who wants to come will get a chance the twotime olympic gold medallist told pa there are a total of 650 sessions during the games spread across 17 days with 26 sports to choose from the popular events like the mens 100 meters athletics final are limited to four tickets per person the oversubscribed events will be settled by ballot ticket prices start at 20 32 and go up to 2012 3253 olympic champions past and present carl lewis nadia comaneci and rebecca adlington helped launch the', '10 etched in your mind or the experience of following michael phelps quest to win a recordbreaking eight gold medals last summer in beijing china or is it the thrill of watching the 1980 us olympic hockey team winning the gold medal in lake placid stacked up against unimaginable odds that occupies that space i could go on and on but whatever image the olympics has for you is probably accompanied by a feeling of pride happiness joyfulness maybe even a childlike glee sometimes its the simple way', '10 etched in your mind or the experience of following michael phelps quest to win a recordbreaking eight gold medals last summer in beijing china or is it the thrill of watching the 1980 us olympic hockey team winning the gold medal in lake placid stacked up against unimaginable odds that occupies that space i could go on and on but whatever image the olympics has for you is probably accompanied by a feeling of pride happiness joyfulness maybe even a childlike glee sometimes its the simple way']",0
Dense Llama3,stock market,"['to 660 points in an hour triggering off violent protests a notice on the dse website reads todays 10012011 market has been halted as per secs security and exchange commission order it will be resumed after further announcement all the top sec and dse executives sat in an emergency meeting and a dse spokesman said the decision was taken to safeguard the tens of thousands of small investors who went on a selling spree in panic monday morning many investors in the street however claimed the index', 'europe saw big early gains drop back in afternoon trading however londons ftse the paris cac 40 and frankfurts dax closed between 27 and 33 percent higher across the middle east markets were up between 65 and 11 percent earlier japans nikkei 225 posted a record 1415 percent gain south koreas kospi index gained 61 percent and australias all ordinaries picked up more than 4 percent watch the nikkei index bounce back jesper koll of tantallon capital research in tokyo said the system is starting to', 'ratio on stocks ranged from 30 to 50 its 51 today compared with 15 to 20 in europe and the united states the logic was simple with so little return available on all assets local investors were willing to pay up for stocks even if the dividends were a paltry 12 percent does this sound familiar we think so the current rally in stocks marks one clear success the fear of a systemic collapse due to loss of confidence in our financial system has subsided this is good news and an important achievement', 'revived the economy in the spring of 1940 the bull market of the 1920s was unique in that it marked the first time large numbers of ordinary people participated the market moved from wall street to main street and aroused intense interest even among people who were not active in it the new investors or fish as the pros called them were prone to panic when the market fell sharply could it happen again history never repeats itself but historical patterns do though always in a new context here are', 'want to cross it phil streible a senior market strategist with futures broker lindwaldock told cnnmoney mondays stock selloff was led by the nikkei 225 which was down more than 4 percent near the end of morning trading on monday the hang seng index in hong kong the kospi composite index in seoul and the spasx200 in sydney were all down more than 25 percent in morning trading markets plummeted on friday after a monthly us jobs report said employers added 431000 jobs in may below the expected']",0
Dense Llama3,global warming,"['are the result of an increase in the worlds temperature a trend widely called global warming many global warming experts say the phenomenon if unchecked is capable of altering the worlds climate and geography in the worstcase scenario experts say oceans could rise to overwhelming and catastrophic levels flooding cities and altering seashores other scientists and observers a minority compared to those who believe the warming trend is something ominous say it is simply the latest shift in the', 'are the result of an increase in the worlds temperature a trend widely called global warming many global warming experts say the phenomenon if unchecked is capable of altering the worlds climate and geography in the worstcase scenario experts say oceans could rise to overwhelming and catastrophic levels flooding cities and altering seashores other scientists and observers a minority compared to those who believe the warming trend is something ominous say it is simply the latest shift in the', 'change triggering warming or cooling the reason most cited by scientists and scientific organizations for the current warming trend is an increase in the concentrations of greenhouse gases which are in the atmosphere naturally and help keep the planets temperature at a comfortable level the amount of carbon dioxide in the atmosphere for instance has increased by 35 percent since the dawn of the industrial age according to the united nations intergovernmental panel on climate change commonly', 'change triggering warming or cooling the reason most cited by scientists and scientific organizations for the current warming trend is an increase in the concentrations of greenhouse gases which are in the atmosphere naturally and help keep the planets temperature at a comfortable level the amount of carbon dioxide in the atmosphere for instance has increased by 35 percent since the dawn of the industrial age according to the united nations intergovernmental panel on climate change commonly', 'events industrialization is recognized as a key factor in the increase in greenhouse gas ghg emissions in the atmosphere and according to the ipcc the world has warmed by an average of 074c in the past 100 years the ipcc predicts that if ghg emissions continue to rise at their current rate this century will see a further 3c rise in the average world temperature while the consensus of the scientific community via the ipcc is that action must be taken to avert the worst impacts of climate change']",0
Dense Llama3,terrorism,"['paralleled islamist political themes wrote media commentator matthew yglesias then rightwingers would demand that anyone who refused to label the attack terrorism be put up on treason charges in a recent piece robert wright of the new america foundation wrote in common usage a terrorist is someone who attacks in the name of a political cause and aims to spread terror to foster fear that such attacks will be repeated until grievances are addressed following suit the irs attackers suicide', 'behavior by seeking to foment justify or glorify terrorist violence in order to provoke terrorist acts the home office said nasr javed a leader of the kashmiri militant group lashkar e taiba islamic clerics abdul ali musa abdullah qadri al ahdal amir siddique yunis al astal and safwat hijazi wadgy abd el hamied mohamed ghoneim whom the home office describes as a prolific writer and speaker the home office said he has sought to foment justify or glory terrorist violence in furtherance of', 'on preemptive action we will fight terror with terror', 'hood killings as an example of how extremists overseas were inspiring or assisting violent attacks inside the united states it is al qaedas adherents individuals sometimes with little or no direct physical contact with al qaeda who have succumbed to its hateful ideology and who have engaged in or facilitated terrorist activities here in the united states john brennan assistant to the president for homeland security and counterterrorism said in a speech in washington on june 29 these misguided', 'or glory terrorist violence in furtherance of particular beliefs and to provoke others to commit terrorist acts mike guzofsky the leader of a militant jewish group who also has ties to kahane chai a group that the us state department lists as a foreign terrorist organization russian skinheads artur ryno and pavel skachevsky whom the home office said are leaders of a violent gang that beat migrants and posted films of their attacks on the internet']",0
Dense Llama3,education reforms,"['approaches to reforming urban public schools that reformulate how we think about standards and focus attention more intently on how to deliver quality instruction to children with dropout rates at over 50 percent in several of our nations cities the administration must realize that tinkering at the margins with no child left behind will not deliver the change we need the president entered office promising to bring a new kind of politics to the nation an approach that focused on finding common', 'reform their education laws before we even spent a dime he said in each round weve leveraged change across the country sown the seeds of achievement he said the program is different from the no child left behind reform that he said caused states to lower standards they are now raising those standards back up partly because of race to the top he noted obama said sometimes a schools problems are so deep they need a complete overhaul he said hes challenging states to turn around 5000 of the', 'assessment of educational progress results are a call to action to reform the teaching and learning of mathematics and other related subjects in order to prepare our students to compete in the global economy', 'to improve teacher and principal evaluation and turn around their lowestperforming schools in addition both states have put in place strong laws and policies to support their reform efforts', 'singled out providence for its educational reform initiatives according to smith']",0
Dense Llama3,covid vaccine,"['vaccine its really that simple cnns miriam falco contributed to this report', 'sars the worldwide pandemic that left almost 350 people in china dead the sars vaccine was never used by the time it was discovered the outbreak had subsided however the breakthrough has enabled sinovac to stay ahead of the curve watch as the h1n1 vaccine is produced the sars vaccine helped us achieve the h5n1 bird flu vaccine which helped us get the h1n1 vaccine says ceo yin weidong thats why we could be so fast and be the first since sinovacs success at least two other chinese companies and', 'cnn a vaccine to prevent hiv infection the virus that leads to aids has shown modest results for the first time researchers have found raising hopes that a disease that kills millions every year may someday be beaten researchers found those who received the vaccine combination were 31 percent less likely to contract hiv in what is being called the worlds largest hiv vaccine trial ever involving more than 16000 participants in thailand researchers found that people who received a series of', 'the world to use in the first steps of vaccine development the cdc expects to get the viruses back from the institutions by the end of the month and if we do go in the direction of producing a vaccine we could see the production of pilot lots and clinical trials beginning as soon as late june though the initial surveillance of the california cases indicates that most healthy patients recovered and were discharged after short hospital stays those with other medical conditions had greater', 'vaccine that will be shipped at the beginning of october are the first of 195 million doses the us government has purchased from five vaccine manufacturers butler said last week the food and drug administration licensed the vaccine from four of those companies sanofi pasteur novartis and csl limited all manufacture flu shots and medimmune manufactures the inhalable vaccine glaxosmithkline which also is producing injectable flu vaccine still needs to have its vaccine approved by the agency']",0
Hybrid Llama3,Harry Potter actor,"['halfblood prince due for international release in july in which he played the role of marcus belby he was set to reprise the part in future harry potter films knoxs father colin told mourners at his funeral including costar rupert grint that his son had been living the dream pa said the knox family left the court without commenting but earlier robs mother sally said of bishop once hes got his sentence and hes gone i will not waste my time thinking about him i just think maybe somebody like him', 'malfoy rupert grint ron weasley and director david yates and upload them to ireport heres a selection of the best questions which we put to cast members what questions would you have put to the cast of harry potter jenna bergstraesser 17 rhinebeck new york asked tom felton what steps did you take to prepare yourself for dracos increased role in the halfblood prince allie holoman 23 washington dc posed the following question for daniel radcliffe ive heard that you like to read and i was', 'london england reuters harry potter star daniel radcliffe gains access to a reported 20 million 411 million fortune as he turns 18 on monday but he insists the money wont cast a spell on him daniel radcliffe as harry potter in harry potter and the order of the phoenix to the disappointment of gossip columnists around the world the young actor says he has no plans to fritter his cash away on fast cars drink and celebrity parties i dont plan to be one of those people who as soon as they turn 18', 'performers michael gambon as dumbledore alan rickman as snape maggie smith as mcgonagall robbie coltrane as hagrid and ralph fiennes as voldemort one addition is jim broadbent who plays horace slughorn a former professor brought back to hogwarts watch the stars at the rainy premiere despite the growing darkness theres also a lightness to the new film says daniel radcliffe who plays harry unlike the previous two movies in the series which were rated pg13 this one is rated a more familyfriendly', 'cnn the day harry potter fans have been waiting for is here on friday universal studios is opening its wizarding world of harry potter attraction at universals islands of adventure theme park in orlando florida the parkwithinapark as its being called recreates various locations scenes and other elements from the wildly popular book and movie series harry potter has beaten out fellow brit celluloid character james bond as the topgrossing film series in history one of the reasons harry potter is']",0
Hybrid Llama3,World Cup winner,"['mental floss although portuguese striker eusebio scored nine goals in the 1966 world cup and englands geoff hurst booted four goals to lead the home team to victory neither of them was the real most valuable player of that years cup that distinction went to an english pooch named pickles as part of the rampup to hosting the 1966 world cup english soccer officials had been displaying the jules rimet trophy that went to the cups winner in various places around the country that march the trophy had', 'world cups including this summers tournament in south africa where he featured five times in the sides run to the final', 'being fixed after the mishap spanish world cup winner ramos used social media website twitter to reassure fans and say the trophy was undamaged hehehehe everyone dont worry its fine hope you have a good day the 25yearold wrote the spain world cup winner also joked what happened with the cup was a misunderstanding it didnt fall it jumped when we got to cibeles a square in madrid and it saw so many madridistas real fans the kings cup has been competed for since 1902 with real winning the trophy', 'from barcelona oddo was in italys world cup winning squad in germany in 2006 but was not chosen for the euro 2008 finals in june lyon already have an italian at leftback in fabio grosso who was also a world cup winner in 2006', 'two great honors now or you will have youve had playing a world cup on home soil in germany and were coming up to the first world cup to ever be held in africa youve been lucky with how your careers been timed ballack yeah absolutely to play a world cup in your own country as a captain is not normal when we saw the draw in 2001 or 2002 that we had the world cup in 2006 we were all really excited because it was a big chance to play a world cup in your own country if i look back it was a great']",0
Hybrid Llama3,US election,"['their intentions and not raise hopes only to dash them later he wants likud leader and longtime hardliner benjamin netanyahu to win at least hes honest he says hell expel us and he will expel us he says hes slaughter us and he will slaughter us ive covered almost every israeli election since 1996 with each election the palestinian feeling of despair and hopelessness only deepens since the last election in the spring of 2006 palestinians have seen israel and hezbollah go to war west bank', 'from all sides but was not unduly upset its an extraordinary thing to hold an election in the middle of a war and this is the first contested election in afghanistan in history holbrooke said adding the united states has no favorite candidate but only wants an election whose outcome is accepted as legitimate by the afghan people and the world which reflects the desires of those who vote july has been the deadliest month for us and british forces since the usled invasion in 2001 with 39 us', 'president since 1964 going into the election national polls showed obama with an 8point lead voters expressed excitement and pride in their country after casting their ballots in the historic election poll workers reported high turnout across many parts of the country and some voters waited hours to cast their ballots read about election problems tuesday marks the end of the longest presidential campaign season in us history 21 months obama 47 will now begin his transition to the white house he', 'the debates lets call all that the pregame the big show kicks off today election day in the us this has been the most expensive midterm election in us history and it wraps up today as voters cast their ballots all over the country whats at stake control of congress youve heard us talk about it the democrats currently have a majority in both chambers republicans are expected to make gains today in order to take over that majority the republicans need to hold onto the seats that they currently', 'the fight against the taliban there after months of primaries and rallies americans vote in the elections on november 2nd us president barack obama what yesterday also told us is that no one party will be able to dictate where we go from here that we must find common ground in order to set in order to make progress on some uncommonly difficult challenges azuz the midterm elections were on november 2nd americans cast ballots in local state and federal races the results in congress democrats held']",0
Hybrid Llama3,climate change,"['climate change may be greater than the effect of global warming itself fingar said government business and public efforts to develop mitigation and adaptation strategies to deal with climate change from policies to reduce greenhouse gases to plans to reduce exposure to climate change or capitalize on potential impacts may affect us national security interests even more than the physical impacts of climate change itself he said the report the national intelligence assessment on the national', 'london england cnn climate change is happening faster than previously predicted according to a new world wildlife fund report the wwf say climate change threat has worsened in the 15 months since the ipcc last reported bringing together some of the most recent scientific reports and data climate change faster stronger sooner reveals that global warming is accelerating more rapidly than the predictions made in the ipccs fourth assessment report published in 2007 one of the most concerning aspects', 'events industrialization is recognized as a key factor in the increase in greenhouse gas ghg emissions in the atmosphere and according to the ipcc the world has warmed by an average of 074c in the past 100 years the ipcc predicts that if ghg emissions continue to rise at their current rate this century will see a further 3c rise in the average world temperature while the consensus of the scientific community via the ipcc is that action must be taken to avert the worst impacts of climate change', 'and atmospheric administration were beginning to see the impact on our daily lives the continuing temperature rise is likely to spur a series of negative consequences for the earths energy supply water transportation ecosystems and health the study said the report tells us why remedial action is needed sooner rather than later as well as showing why that action must include both global emissions reductions to reduce the extent of climate change and local adaptation measures to reduce the damage', 'climate change let us know in the sound off box below']",0
Hybrid Llama3,Olympics,"['one another thats what the olympics are about they are about greatness they are about excellence but above all the games are about unity in a september 10 letter to ioc members obama wrote about how he sees the 2016 olympic and paralympic games as an extraordinary opportunity for america to renew our bonds of friendship and welcome the world to our shores with open arms and on friday when obama arrives in copenhagen he will be joined by brazilian president luiz inacio lula da silva newly', 'cnn the torch for the 2010 vancouver olympics was lit in a ceremony at the ancient greek site of olympia on thursday less than four months ahead of the games opening ceremony actress maria nafpliotou as a high priestess lights the flame for the vancouver 2010 olympics on thursday the torch will be carried on an eightday trip through greece the birthplace of the olympics before being transported to canada for what will be the longest domestic torch relay in the games history officials said women', '10 etched in your mind or the experience of following michael phelps quest to win a recordbreaking eight gold medals last summer in beijing china or is it the thrill of watching the 1980 us olympic hockey team winning the gold medal in lake placid stacked up against unimaginable odds that occupies that space i could go on and on but whatever image the olympics has for you is probably accompanied by a feeling of pride happiness joyfulness maybe even a childlike glee sometimes its the simple way', 'of all nations can secure a qualifying spot for the olympics', 'tetris i almost blow my exams and i usually ask but was it good hours which you spent on tetris and everybody say yes it was really good hours so i say i not waste it i gift it to you rogers i think that tetris is the first virtual sport and well see a tetris cup in the future and international competition hopefully well be part of the olympics someday cnn the actual olympics the olympics olympics rogers sure why limit the olympics to physical sports why not mental sports cnn wow that would']",0
